placeid,placename,uhitmin,uhitmax,uhitavg
4504,Tallahassee,-0.03325912581531654,0.17131969777561906,0.0690302859801335
25498,Austin,0.46540930655121215,0.7206395570905713,0.5930244318209041
10140,Louisville,0.1440103428573849,0.018285797717510377,0.0811480702874725
25505,Laredo,-0.06163337877843489,-0.031095621708761456,-0.04636450024360528
19875,Toledo,0.0778914987094872,0.04055284218886612,0.05922217044918554
7077,Rockford,0.29941140257279564,0.5338391071059974,0.4166252548393956
20903,Oklahoma City,0.29941140257279564,0.5338391071059974,0.4166252548393956
1963,Oxnard,-0.384357111838348,0.2571705612057329,-0.0635932753163253
20402,Tulsa,-0.053803642388114525,-0.15084189565495976,-0.10232276902155135
4533,Jacksonville,0.012045561739942201,0.04329984601951509,0.027672703879726868
954,Phoenix,-0.0001218036510479692,-0.11510792835210282,-0.05761486600156118
